code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,mean_assessment_score,code_module,total_vle_clicks
2013B,532627,1,8,2,6,0,0,60,0,Pass,-115.0,0.0,74.16666666666667,FFF,3468.0
2013B,532703,1,3,2,2,0,0,60,0,Withdrawn,-52.0,60.0,84.0,FFF,169.0
2013B,532715,0,6,2,9,0,0,120,0,Pass,-106.0,0.0,82.75,FFF,3479.0
2013B,532968,1,10,1,2,1,1,120,0,Pass,-127.0,0.0,89.75,FFF,5932.0
2013B,533016,1,8,0,7,0,0,60,0,Withdrawn,-50.0,137.0,72.66666666666667,FFF,1470.0
2013B,533044,1,4,0,10,0,0,60,0,Pass,-52.0,0.0,75.33333333333333,FFF,2673.0
2013B,533134,1,5,0,5,0,0,90,0,Pass,-116.0,0.0,80.91666666666667,FFF,3700.0
2013B,533172,1,9,0,1,0,0,60,0,Pass,-86.0,0.0,81.83333333333333,FFF,2898.0
2013B,533198,0,0,2,6,1,0,120,1,Withdrawn,-50.0,138.0,63.666666666666664,FFF,1601.0
2013B,533201,1,0,2,3,0,0,120,0,Pass,-77.0,0.0,81.77777777777777,FFF,2841.0
2013B,533321,1,1,2,3,0,0,60,0,Distinction,-90.0,0.0,92.16666666666667,FFF,7155.0
2013B,533348,1,4,2,3,0,0,90,0,Withdrawn,-85.0,111.0,68.6,FFF,1384.0
2013B,533458,1,5,0,0,0,0,120,0,Withdrawn,-36.0,-9.0,0.0,FFF,2.0
2013B,533485,1,1,2,1,0,0,60,0,Pass,-72.0,0.0,86.83333333333333,FFF,2035.0
2013B,533535,1,2,1,10,0,0,180,0,Pass,-106.0,0.0,82.91666666666667,FFF,5422.0
2013B,533614,1,2,0,5,0,0,60,0,Distinction,-90.0,0.0,85.25,FFF,3596.0
2013B,533709,1,1,0,8,0,0,120,1,Fail,-30.0,0.0,90.0,FFF,187.0
2013B,533874,1,3,0,0,0,0,90,0,Withdrawn,-22.0,27.0,34.0,FFF,582.0
2013B,533929,1,1,0,1,0,0,90,0,Distinction,-44.0,0.0,87.16666666666667,FFF,4443.0
2013B,533944,1,5,2,0,0,0,60,0,Withdrawn,-111.0,18.0,0.0,FFF,424.0
2013B,533997,1,2,2,3,1,0,60,0,Withdrawn,-44.0,192.0,78.8,FFF,1541.0
2013B,534014,1,12,2,5,0,0,180,0,Fail,-28.0,0.0,72.4,FFF,1374.0
2013B,534037,1,0,2,9,1,0,60,0,Pass,-102.0,0.0,89.25,FFF,4248.0
2013B,534064,1,6,2,4,0,0,120,0,Pass,-107.0,0.0,78.58333333333333,FFF,5454.0
2013B,534234,1,12,2,2,1,0,60,0,Fail,-113.0,0.0,85.75,FFF,2012.0
2013B,534346,1,11,0,5,0,0,60,0,Fail,-25.0,0.0,69.5,FFF,613.0
2013B,534431,0,8,1,7,0,0,60,0,Pass,-102.0,0.0,79.58333333333333,FFF,5198.0
2013B,534602,1,9,0,7,0,0,60,0,Distinction,-82.0,0.0,87.58333333333333,FFF,5129.0
2013B,534609,1,6,2,3,0,0,60,0,Fail,-22.0,0.0,64.0,FFF,501.0
2013B,534750,1,1,0,8,0,0,120,0,Fail,-113.0,0.0,77.8,FFF,3006.0
2013B,534784,1,5,2,3,0,0,60,0,Pass,-93.0,0.0,69.66666666666667,FFF,2971.0
2013B,534792,0,9,2,9,1,0,120,0,Pass,-46.0,0.0,79.25,FFF,6054.0
2013B,534854,1,3,0,6,0,0,120,1,Fail,-132.0,0.0,43.81818181818182,FFF,2096.0
2013B,534856,1,2,0,5,0,0,60,0,Pass,-85.0,0.0,81.1,FFF,2491.0
2013B,534892,1,2,0,4,0,0,90,0,Fail,-23.0,0.0,77.33333333333333,FFF,3890.0
2013B,534913,1,2,0,9,0,0,120,0,Pass,-94.0,0.0,78.0909090909091,FFF,1295.0
2013B,534944,0,1,2,7,0,0,90,0,Withdrawn,-29.0,27.0,60.0,FFF,147.0
2013B,534952,1,9,0,6,0,0,60,0,Pass,-71.0,0.0,80.83333333333333,FFF,4772.0
2013B,534958,1,11,0,8,0,0,60,0,Pass,-106.0,0.0,83.66666666666667,FFF,3189.0
2013B,534962,0,11,2,4,1,0,60,1,Withdrawn,-42.0,79.0,36.0,FFF,927.0
2013B,534989,1,1,2,1,0,0,60,0,Pass,-101.0,0.0,65.18181818181819,FFF,1677.0
2013B,535037,1,6,4,6,1,0,60,0,Pass,-96.0,0.0,90.83333333333333,FFF,5357.0
2013B,535052,1,2,2,5,0,0,60,0,Withdrawn,-106.0,100.0,75.0,FFF,1971.0
2013B,535228,1,8,0,1,0,0,60,0,Withdrawn,-16.0,51.0,0.0,FFF,44.0
2013B,535276,1,2,0,10,0,0,60,0,Withdrawn,-23.0,68.0,56.0,FFF,278.0
2013B,535324,1,8,2,6,0,0,60,1,Fail,-95.0,0.0,70.0,FFF,533.0
2013B,535390,1,10,2,3,0,0,60,0,Withdrawn,-102.0,89.0,56.25,FFF,918.0
2013B,535460,1,3,0,6,0,0,90,0,Fail,-15.0,0.0,68.0,FFF,1365.0
2013B,535628,1,2,0,8,0,0,60,0,Pass,-113.0,0.0,78.0,FFF,2601.0
2013B,535662,1,0,1,4,0,0,60,0,Pass,-68.0,0.0,71.41666666666667,FFF,3392.0
2013B,535761,1,3,2,1,0,0,90,0,Withdrawn,-126.0,-59.0,0.0,,0.0
2013B,535804,1,0,0,8,0,0,60,0,Pass,-44.0,0.0,90.91666666666667,FFF,4367.0
2013B,535981,0,3,2,0,0,0,120,0,Withdrawn,-74.0,27.0,0.0,,0.0
2013B,536038,1,11,0,0,0,0,120,0,Withdrawn,-36.0,173.0,78.0,FFF,1986.0
2013B,536046,1,7,2,3,0,0,120,0,Fail,-127.0,0.0,51.75,FFF,641.0
2013B,536103,1,6,1,6,0,0,150,0,Withdrawn,-21.0,131.0,62.666666666666664,FFF,349.0
2013B,536125,1,2,0,6,0,0,90,0,Pass,-72.0,0.0,85.08333333333333,FFF,2577.0
2013B,536147,1,12,2,7,0,0,60,0,Fail,-30.0,0.0,73.25,FFF,1106.0
2013B,536178,1,9,0,3,0,0,60,0,Distinction,-100.0,0.0,92.25,FFF,7337.0
2013B,536214,1,1,0,5,0,0,60,0,Pass,-94.0,0.0,80.58333333333333,FFF,3638.0
2013B,536454,1,5,1,8,0,0,60,0,Withdrawn,-93.0,27.0,0.0,,0.0
2013B,536455,1,0,0,5,0,0,120,0,Pass,-83.0,0.0,77.75,FFF,2912.0
2013B,536503,1,0,2,8,0,0,60,0,Withdrawn,-36.0,27.0,0.0,FFF,82.0
2013B,536556,1,8,2,6,0,0,60,1,Pass,-20.0,0.0,83.83333333333333,FFF,4669.0
2013B,536591,1,0,0,3,0,0,60,0,Fail,-89.0,0.0,71.33333333333333,FFF,3006.0
2013B,536593,1,2,1,7,1,0,70,0,Pass,-58.0,0.0,69.75,FFF,3906.0
2013B,536681,1,5,3,1,0,0,60,0,Withdrawn,-101.0,163.0,74.25,FFF,1971.0
2013B,536698,1,4,0,2,0,0,60,0,Pass,-22.0,0.0,78.2,FFF,1150.0
2013B,536843,1,5,1,0,0,0,60,0,Fail,-21.0,0.0,42.25,FFF,526.0
2013B,536906,0,8,0,6,0,0,120,0,Pass,-102.0,0.0,73.66666666666667,FFF,2042.0
2013B,536930,1,3,0,1,0,0,60,0,Pass,-77.0,0.0,66.41666666666667,FFF,2538.0
2013B,536950,0,3,1,0,0,0,60,0,Pass,-71.0,0.0,81.91666666666667,FFF,3461.0
2013B,537000,0,3,0,1,0,0,120,0,Withdrawn,-127.0,-110.0,0.0,,0.0
2013B,537028,1,6,2,1,0,0,75,0,Withdrawn,-95.0,51.0,0.0,FFF,49.0
2013B,537133,0,7,2,2,0,0,60,1,Withdrawn,-98.0,139.0,66.0,FFF,1565.0
2013B,537151,1,3,2,9,1,0,120,0,Withdrawn,-127.0,27.0,86.0,FFF,92.0
2013B,537335,0,3,3,2,1,0,60,0,Withdrawn,-65.0,37.0,80.0,FFF,1119.0
2013B,537394,1,12,0,7,0,0,60,0,Withdrawn,-68.0,95.0,84.0,FFF,650.0
2013B,537515,1,0,2,4,0,0,60,0,Pass,-79.0,0.0,75.33333333333333,FFF,2792.0
2013B,537645,1,4,1,10,0,0,60,0,Pass,-96.0,0.0,76.75,FFF,4095.0
2013B,537656,1,2,1,10,1,0,60,0,Pass,-29.0,0.0,75.5,FFF,5446.0
2013B,537672,1,3,2,0,0,0,120,0,Fail,-115.0,0.0,41.25,FFF,10302.0
2013B,537674,1,3,2,1,1,0,120,1,Fail,-27.0,0.0,22.333333333333332,FFF,294.0
2013B,537683,1,8,0,7,0,0,120,0,Fail,-101.0,0.0,79.33333333333333,FFF,960.0
2013B,537687,1,4,2,10,0,0,60,0,Pass,-98.0,0.0,88.0,FFF,4669.0
2013B,537700,1,6,4,9,1,0,60,0,Fail,-123.0,0.0,86.4,FFF,2308.0
2013B,537728,1,4,0,10,0,0,90,0,Withdrawn,-88.0,56.0,0.0,,0.0
2013B,537955,1,4,1,10,0,0,120,0,Pass,-30.0,0.0,72.25,FFF,3216.0
2013B,537980,1,6,1,1,0,0,60,0,Pass,-44.0,0.0,79.33333333333333,FFF,7444.0
2013B,537995,1,7,2,9,0,0,60,0,Fail,-98.0,0.0,74.6,FFF,2659.0
2013B,538045,1,0,0,7,0,0,60,0,Pass,-46.0,0.0,80.27272727272727,FFF,2430.0
2013B,538051,1,8,0,9,0,0,90,0,Fail,-4.0,0.0,66.0,FFF,177.0
2013B,538202,1,1,2,6,0,0,60,1,Pass,-53.0,0.0,62.583333333333336,FFF,2783.0
2013B,538916,1,1,0,4,0,0,150,0,Pass,-83.0,0.0,81.58333333333333,FFF,4499.0
2013B,538941,1,8,0,7,0,0,60,0,Pass,-53.0,0.0,90.66666666666667,FFF,2272.0
2013B,538949,0,7,2,7,0,0,60,0,Pass,-94.0,0.0,80.91666666666667,FFF,4702.0
2013B,539117,1,4,0,2,0,0,60,0,Fail,-22.0,0.0,61.25,FFF,1961.0
2013B,539128,1,7,2,9,0,0,120,0,Withdrawn,-95.0,-23.0,0.0,,0.0
2013B,539219,1,3,0,3,0,0,120,0,Fail,-34.0,0.0,66.0,FFF,284.0
2013B,539241,1,6,0,9,0,0,120,0,Pass,-53.0,0.0,75.0,FFF,2384.0
2013B,539308,1,8,0,2,0,0,90,0,Fail,-90.0,0.0,47.916666666666664,FFF,2562.0
2013B,539332,1,6,1,4,1,0,60,0,Pass,-98.0,0.0,86.41666666666667,FFF,3921.0
2013B,539359,1,6,1,8,1,0,90,0,Distinction,-72.0,0.0,91.16666666666667,FFF,4547.0
2013B,539364,1,5,0,0,0,0,90,0,Fail,-85.0,0.0,70.6,FFF,1928.0
2013B,539401,1,3,0,2,1,0,60,0,Withdrawn,-53.0,79.0,68.0,FFF,2428.0
2013B,539440,1,11,2,4,0,0,60,0,Distinction,-46.0,0.0,91.83333333333333,FFF,14661.0
2013B,539468,0,10,2,7,1,0,60,0,Fail,-10.0,0.0,0.0,FFF,65.0
2013B,539497,1,9,0,6,0,0,60,0,Pass,-82.0,0.0,86.25,FFF,2174.0
2013B,539514,0,4,2,10,0,0,60,0,Pass,-79.0,0.0,81.91666666666667,FFF,2743.0
2013B,539668,1,11,0,3,0,0,90,0,Withdrawn,-50.0,-5.0,0.0,,0.0
2013B,539759,1,8,2,3,1,0,60,0,Pass,-73.0,0.0,81.91666666666667,FFF,4014.0
2013B,539774,1,12,0,2,0,0,60,0,Withdrawn,-50.0,45.0,0.0,FFF,329.0
2013B,539886,1,5,2,2,0,0,120,1,Fail,-95.0,0.0,68.33333333333333,FFF,705.0
2013B,539896,1,0,2,2,0,0,60,0,Pass,-64.0,0.0,72.58333333333333,FFF,3120.0
2013B,539922,0,6,1,7,1,0,60,0,Withdrawn,-87.0,138.0,81.25,FFF,3418.0
2013B,539953,1,3,0,7,0,0,60,0,Fail,-25.0,0.0,48.0,FFF,430.0
2013B,539963,1,0,0,7,1,0,120,0,Pass,-78.0,0.0,89.08333333333333,FFF,4606.0
2013B,539994,1,3,0,1,0,0,120,0,Fail,-34.0,0.0,49.916666666666664,FFF,1807.0
2013B,540054,1,7,0,3,0,0,60,0,Pass,-60.0,0.0,81.66666666666667,FFF,4444.0
2013B,540147,1,7,0,9,0,0,60,0,Fail,-88.0,0.0,69.5,FFF,2218.0
2013B,540155,1,3,2,5,1,0,90,0,Withdrawn,-89.0,29.0,68.0,FFF,1312.0
2013B,540160,1,5,0,8,0,0,60,0,Pass,-106.0,0.0,87.58333333333333,FFF,5962.0
2013B,540209,1,6,2,6,0,0,60,1,Pass,-89.0,0.0,62.916666666666664,FFF,3720.0
2013B,540224,1,4,2,10,1,0,60,0,Pass,-16.0,0.0,87.25,FFF,2837.0
2013B,540549,1,5,2,3,0,0,120,0,Pass,-36.0,0.0,81.16666666666667,FFF,1739.0
2013B,540577,1,9,0,8,0,0,120,0,Pass,-76.0,0.0,77.58333333333333,FFF,2623.0
2013B,540581,1,11,1,8,0,0,120,0,Fail,-89.0,0.0,74.71428571428571,FFF,2418.0
2013B,540637,1,0,2,5,0,0,120,0,Withdrawn,-95.0,-22.0,0.0,,0.0
2013B,540713,1,3,0,3,0,0,120,0,Pass,-92.0,0.0,76.0909090909091,FFF,1166.0
2013B,540727,1,3,1,2,0,0,60,0,Pass,-102.0,0.0,84.25,FFF,4680.0
2013B,540800,1,12,0,0,0,0,90,1,Pass,-94.0,0.0,77.41666666666667,FFF,5170.0
2013B,540801,1,6,1,7,0,0,90,0,Withdrawn,-59.0,63.0,84.0,FFF,750.0
2013B,540997,1,10,0,7,0,0,60,0,Withdrawn,-92.0,89.0,55.666666666666664,FFF,1003.0
2013B,541101,1,4,0,2,0,0,60,0,Fail,-24.0,0.0,74.9090909090909,FFF,1245.0
2013B,541327,0,6,2,3,0,0,120,0,Withdrawn,-74.0,170.0,51.0,FFF,318.0
2013B,541349,1,2,2,10,1,0,120,0,Pass,-12.0,0.0,85.83333333333333,FFF,4918.0
2013B,541369,1,9,2,9,1,0,60,0,Withdrawn,-94.0,81.0,0.0,FFF,75.0
2013B,541418,1,12,2,10,0,0,60,0,Pass,-52.0,0.0,74.0,FFF,4739.0
2013B,541521,1,2,1,0,1,0,60,0,Pass,-92.0,0.0,81.66666666666667,FFF,4178.0
2013B,541579,1,12,0,0,0,0,90,0,Distinction,-42.0,0.0,86.08333333333333,FFF,3105.0
2013B,541753,1,0,0,9,0,0,60,0,Pass,-86.0,0.0,73.08333333333333,FFF,2719.0
2013B,541781,1,11,0,3,0,0,150,0,Pass,-24.0,0.0,85.91666666666667,FFF,1505.0
2013B,541923,1,6,2,1,1,0,60,0,Fail,-67.0,0.0,0.0,FFF,286.0
2013B,541999,1,5,0,3,0,0,120,0,Fail,-80.0,0.0,0.0,FFF,50.0
2013B,542003,1,2,2,3,0,0,60,0,Pass,-78.0,0.0,69.91666666666667,FFF,2526.0
2013B,542020,1,11,0,0,0,0,90,0,Pass,-76.0,0.0,67.66666666666667,FFF,2321.0
2013B,542026,1,12,0,6,0,0,60,0,Fail,-59.0,0.0,63.583333333333336,FFF,3555.0
2013B,542062,1,3,2,1,0,0,60,0,Withdrawn,-107.0,27.0,0.0,,0.0
2013B,542100,1,5,2,2,0,0,60,0,Pass,-55.0,0.0,81.16666666666667,FFF,3338.0
2013B,542356,1,6,1,3,0,0,60,0,Fail,-89.0,0.0,80.1,FFF,1635.0
2013B,542386,1,2,0,9,0,0,120,0,Distinction,-102.0,0.0,79.25,FFF,2573.0
2013B,542506,1,9,2,4,0,0,60,0,Distinction,-21.0,0.0,80.5,FFF,7057.0
2013B,542536,1,12,2,3,0,0,90,0,Pass,-46.0,0.0,74.41666666666667,FFF,2791.0
2013B,542550,1,4,0,0,1,0,60,0,Withdrawn,-21.0,171.0,83.0,FFF,1767.0
2013B,542635,1,8,0,8,0,0,60,0,Pass,-50.0,0.0,80.58333333333333,FFF,4860.0
2013B,542646,0,9,0,7,0,0,60,0,Pass,-90.0,0.0,83.5,FFF,3940.0
2013B,542653,1,7,0,7,1,0,60,0,Pass,-23.0,0.0,76.75,FFF,6165.0
2013B,542657,0,7,2,2,1,0,120,0,Withdrawn,-22.0,101.0,38.0,FFF,1794.0
2013B,542987,1,8,2,8,0,0,120,0,Fail,-90.0,0.0,82.91666666666667,FFF,3208.0
2013B,543010,1,0,1,3,1,0,60,0,Fail,-95.0,0.0,55.083333333333336,FFF,9814.0
2013B,543019,1,2,0,10,1,0,60,0,Pass,-60.0,0.0,86.5,FFF,9876.0
2013B,543054,1,10,2,8,1,0,60,0,Fail,-15.0,0.0,80.0,FFF,777.0
2013B,543095,1,8,2,2,0,0,60,0,Withdrawn,-55.0,27.0,0.0,FFF,26.0
2013B,543113,1,11,0,5,1,0,120,0,Fail,-77.0,0.0,75.63636363636364,FFF,4719.0
2013B,543155,1,3,2,1,1,0,90,0,Withdrawn,-52.0,46.0,81.5,FFF,1096.0
2013B,543295,1,10,1,3,0,0,60,0,Fail,-23.0,0.0,92.0,FFF,263.0
2013B,543384,1,5,2,2,0,0,60,0,Distinction,-85.0,0.0,86.08333333333333,FFF,3102.0
2013B,543415,1,8,2,8,0,0,90,1,Pass,-72.0,0.0,80.75,FFF,2969.0
2013B,543436,1,5,0,3,0,0,120,0,Fail,-87.0,0.0,65.33333333333333,FFF,1355.0
2013B,543447,1,1,2,1,0,0,60,0,Pass,-94.0,0.0,86.0,FFF,3249.0
2013B,543536,1,2,2,5,0,0,150,0,Fail,-64.0,0.0,52.25,FFF,990.0
2013B,543599,1,1,0,8,0,0,60,0,Pass,-64.0,0.0,91.41666666666667,FFF,5720.0
2013B,543604,1,0,0,0,0,0,120,0,Withdrawn,-104.0,-88.0,0.0,,0.0
2013B,543643,0,8,0,2,0,0,60,1,Pass,-55.0,0.0,77.75,FFF,5677.0
2013B,543785,1,4,2,10,0,0,90,0,Withdrawn,-21.0,160.0,75.6,FFF,1964.0
2013B,543798,1,1,2,9,0,0,60,0,Pass,-50.0,0.0,89.57142857142857,FFF,2481.0
2013B,543818,1,12,2,6,0,0,90,0,Fail,-71.0,0.0,78.0,FFF,585.0
2013B,544021,1,8,2,4,0,0,120,0,Withdrawn,-87.0,69.0,75.0,FFF,2319.0
2013B,544055,1,7,1,2,0,0,210,0,Pass,-68.0,0.0,80.58333333333333,FFF,6052.0
2013B,544098,1,6,2,5,0,0,60,0,Pass,-50.0,0.0,60.416666666666664,FFF,1216.0
2013B,544173,0,0,2,4,0,0,130,1,Distinction,-73.0,0.0,87.0,FFF,7551.0
2013B,544195,1,9,2,7,0,0,60,0,Fail,-58.0,0.0,57.666666666666664,FFF,562.0
2013B,544212,0,4,0,6,0,0,60,0,Pass,-72.0,0.0,86.41666666666667,FFF,4578.0
2013B,544249,1,5,0,2,0,0,60,0,Pass,-29.0,0.0,86.91666666666667,FFF,1326.0
2013B,544279,1,12,2,0,0,0,60,0,Fail,-22.0,0.0,0.0,FFF,13.0
2013B,544295,1,8,0,9,1,0,60,1,Pass,-68.0,0.0,72.33333333333333,FFF,2455.0
2013B,544313,1,2,0,6,0,0,120,0,Pass,-66.0,0.0,88.08333333333333,FFF,4182.0
2013B,544479,0,6,1,9,1,0,60,0,Pass,-71.0,0.0,76.0,FFF,6734.0
2013B,544530,1,6,0,4,0,0,60,0,Pass,-78.0,0.0,87.33333333333333,FFF,4229.0
2013B,544543,1,4,0,1,1,0,60,0,Fail,-59.0,0.0,56.25,FFF,3713.0
2013B,544651,0,3,2,1,0,0,120,1,Withdrawn,-21.0,94.0,46.0,FFF,301.0
2013B,544697,1,10,2,5,0,0,60,0,Fail,-29.0,0.0,82.0,FFF,430.0
2013B,544802,1,1,2,2,1,0,120,0,Withdrawn,-100.0,27.0,0.0,,0.0
2013B,544847,1,6,1,0,0,0,120,1,Fail,-50.0,0.0,46.5,FFF,1869.0
2013B,544850,1,6,2,6,1,0,90,1,Pass,-78.0,0.0,78.41666666666667,FFF,9022.0
2013B,544880,1,11,2,9,0,0,120,0,Fail,-36.0,0.0,75.0,FFF,849.0
2013B,544894,1,8,2,3,0,0,60,0,Pass,-42.0,0.0,69.25,FFF,3432.0
2013B,544930,1,8,0,5,0,0,60,0,Withdrawn,-101.0,168.0,77.66666666666667,FFF,308.0
2013B,544955,1,5,0,0,0,0,60,0,Withdrawn,-79.0,-22.0,0.0,,0.0
2013B,544963,1,7,0,9,1,0,60,0,Pass,-58.0,0.0,86.08333333333333,FFF,2441.0
2013B,544991,1,5,0,4,0,0,120,0,Pass,-24.0,0.0,87.25,FFF,1854.0
2013B,545048,0,5,0,7,0,0,60,0,Fail,-80.0,0.0,59.25,FFF,2933.0
2013B,545080,1,11,0,2,0,0,60,0,Fail,-86.0,0.0,65.63636363636364,FFF,2019.0
2013B,545229,1,5,1,8,1,0,60,0,Distinction,-68.0,0.0,91.58333333333333,FFF,5149.0
2013B,545377,1,8,0,8,0,0,60,0,Fail,-72.0,0.0,72.875,FFF,1594.0
2013B,545379,1,11,0,10,0,0,60,0,Pass,-78.0,0.0,81.75,FFF,3744.0
2013B,545384,1,1,2,1,0,0,120,0,Fail,-89.0,0.0,76.0,FFF,182.0
2013B,545485,1,8,0,5,0,0,90,0,Withdrawn,-99.0,53.0,0.0,,0.0
2013B,545522,1,4,2,4,1,0,90,0,Withdrawn,-59.0,-45.0,0.0,,0.0
2013B,545565,1,7,0,7,0,0,120,0,Withdrawn,-22.0,26.0,0.0,FFF,129.0
2013B,545600,1,6,0,5,0,0,60,0,Withdrawn,-78.0,-51.0,0.0,,0.0
2013B,545604,1,12,0,7,0,0,90,0,Fail,-22.0,0.0,62.0,FFF,262.0
2013B,545693,1,0,0,4,1,0,90,1,Withdrawn,-72.0,27.0,52.0,FFF,725.0
2013B,545720,1,4,0,4,0,0,90,0,Fail,-27.0,0.0,66.18181818181819,FFF,2023.0
2013B,545751,1,8,2,9,0,0,90,0,Fail,-29.0,0.0,76.2,FFF,1571.0
2013B,545791,1,11,2,0,1,0,120,1,Withdrawn,-71.0,159.0,0.0,FFF,20.0
2013B,545909,1,6,2,5,0,0,120,0,Pass,-21.0,0.0,71.16666666666667,FFF,2586.0
2013B,545918,1,8,2,6,0,0,120,0,Withdrawn,-59.0,197.0,58.0,FFF,273.0
2013B,545944,1,10,0,2,0,0,120,0,Withdrawn,-20.0,107.0,0.0,FFF,302.0
2013B,545951,0,10,0,7,0,0,60,0,Withdrawn,-55.0,79.0,64.0,FFF,661.0
2013B,546048,1,10,0,7,0,0,60,0,Fail,-72.0,0.0,86.0,FFF,119.0
2013B,546141,1,3,3,1,1,0,60,0,Fail,-77.0,0.0,43.0,FFF,147.0
2013B,546164,1,8,2,5,1,0,60,0,Withdrawn,-73.0,27.0,0.0,FFF,376.0
2013B,546215,1,3,2,5,0,0,60,0,Pass,-86.0,0.0,68.25,FFF,4412.0
2013B,546243,1,3,2,1,0,0,60,0,Withdrawn,-80.0,-5.0,92.0,FFF,401.0
2013B,546262,1,8,0,7,0,0,120,0,Withdrawn,-93.0,178.0,83.0,FFF,1092.0
2013B,546329,1,1,0,0,0,0,60,1,Fail,-74.0,0.0,46.583333333333336,FFF,1865.0
2013B,546348,0,12,0,3,0,0,60,0,Pass,-55.0,0.0,69.16666666666667,FFF,4648.0
2013B,546396,1,0,0,2,1,0,60,0,Withdrawn,-66.0,97.0,3.0,FFF,716.0
2013B,546408,1,2,2,1,0,0,60,0,Fail,-28.0,0.0,86.0,FFF,743.0
2013B,546412,1,7,2,3,0,0,60,0,Fail,-76.0,0.0,62.5,FFF,2375.0
2013B,546431,1,2,2,8,0,0,120,0,Fail,-94.0,0.0,62.0,FFF,154.0
2013B,546439,0,8,2,3,1,0,60,0,Withdrawn,-24.0,133.0,90.57142857142857,FFF,1686.0
2013B,546464,1,0,2,8,0,0,60,0,Distinction,-83.0,0.0,80.8,FFF,7104.0
2013B,546563,1,9,2,5,0,0,60,0,Withdrawn,-72.0,131.0,75.83333333333333,FFF,2287.0
2013B,546583,1,1,1,4,0,0,60,0,Pass,-72.0,0.0,80.58333333333333,FFF,6791.0
2013B,546682,1,8,1,8,0,0,60,0,Pass,-58.0,0.0,86.83333333333333,FFF,4021.0
2013B,546780,1,10,2,2,0,0,60,0,Fail,-53.0,0.0,55.0,FFF,1133.0
2013B,546863,1,3,2,2,1,0,60,0,Withdrawn,-58.0,27.0,0.0,,0.0
2013B,546868,1,0,2,2,0,0,60,0,Fail,-16.0,0.0,76.75,FFF,524.0
2013B,546912,1,1,0,2,0,0,60,0,Pass,-46.0,0.0,90.08333333333333,FFF,2663.0
2013B,546925,1,6,1,9,1,0,60,0,Pass,-67.0,0.0,87.08333333333333,FFF,4237.0
2013B,546932,0,9,0,0,0,0,60,0,Pass,-42.0,0.0,88.75,FFF,2371.0
2013B,547014,1,11,2,9,0,0,60,0,Pass,-53.0,0.0,79.0,FFF,5334.0
2013B,547128,1,10,0,2,0,0,120,1,Withdrawn,-86.0,130.0,86.25,FFF,1977.0
2013B,547228,0,2,1,7,0,0,60,0,Pass,-60.0,0.0,78.0,FFF,4034.0
2013B,547267,1,5,2,0,0,0,120,0,Withdrawn,9.0,27.0,0.0,BBB,30.0
2013B,547267,1,5,2,0,0,0,120,0,Withdrawn,-53.0,6.0,0.0,BBB,30.0
2013B,547302,1,10,2,6,1,0,60,0,Fail,-24.0,0.0,0.0,FFF,1621.0
2013B,547399,1,2,2,0,0,0,60,0,Pass,-29.0,0.0,88.58333333333333,FFF,2348.0
2013B,547400,0,2,2,0,0,0,60,1,Distinction,-34.0,0.0,87.16666666666667,FFF,1645.0
2013B,547534,0,8,0,7,0,0,60,0,Fail,-16.0,0.0,64.0,FFF,428.0
2013B,547581,1,12,0,6,0,0,60,0,Distinction,-25.0,0.0,94.58333333333333,FFF,6639.0
2013B,547609,1,3,3,1,0,0,120,0,Withdrawn,-86.0,27.0,0.0,FFF,17.0
2013B,547666,1,3,1,3,0,0,90,0,Withdrawn,-36.0,27.0,0.0,FFF,399.0
2013B,547667,1,1,0,2,0,0,60,0,Withdrawn,-46.0,-3.0,0.0,,0.0
2013B,547876,1,8,0,2,0,0,60,0,Withdrawn,-29.0,94.0,36.0,FFF,290.0
2013B,547884,1,7,2,5,0,0,60,0,Withdrawn,-55.0,221.0,56.77777777777778,FFF,867.0
2013B,547953,1,2,0,10,0,0,60,0,Fail,-86.0,0.0,89.8,FFF,1705.0
2013B,548043,1,11,2,1,0,0,60,1,Withdrawn,-83.0,57.0,0.0,FFF,128.0
2013B,548057,0,4,0,2,0,0,60,0,Fail,-86.0,0.0,70.58333333333333,FFF,2093.0
2013B,548087,0,8,0,4,0,0,60,0,Pass,-55.0,0.0,74.16666666666667,FFF,5716.0
2013B,548095,1,10,0,1,0,0,120,0,Distinction,-23.0,0.0,88.16666666666667,FFF,3256.0
2013B,548099,0,0,0,3,1,0,60,0,Pass,-64.0,0.0,75.0,FFF,5732.0
2013B,548180,1,10,2,0,0,0,60,0,Fail,-30.0,0.0,81.0,FFF,500.0
2013B,548219,0,0,0,8,0,0,60,1,Pass,-60.0,0.0,79.33333333333333,FFF,5383.0
2013B,548312,1,7,0,0,0,0,60,0,Distinction,-73.0,0.0,90.25,FFF,3914.0
2013B,548331,0,1,1,1,0,0,150,0,Withdrawn,-73.0,-23.0,0.0,,0.0
2013B,548352,1,0,0,6,0,0,60,0,Pass,-67.0,0.0,89.83333333333333,FFF,4068.0
2013B,548415,1,1,0,4,1,0,60,1,Withdrawn,-27.0,38.0,95.66666666666667,FFF,2757.0
2013B,548459,0,2,2,7,0,0,60,0,Pass,-71.0,0.0,84.08333333333333,FFF,7226.0
2013B,548521,0,1,2,2,0,0,60,0,Pass,-29.0,0.0,77.83333333333333,FFF,5026.0
